"model_type","mean_RMSE","sd_RMSE","mean_R2","sd_R2","n_seasons"
"dummy",12.843095139213,0.986170219007487,0.173972208544627,0.0399877651523209,17
"no_dummy",12.884252641921,1.02504840696412,0.169002284937074,0.0399300348684371,17
