"n_seasons","dummy_RMSE_wins","mean_RMSE_gain","median_RMSE_gain","mean_relative_RMSE_gain","RMSE_gain_CI_low","RMSE_gain_CI_high","paired_t_RMSE_statistic","paired_t_RMSE_df","paired_t_RMSE_p","wilcoxon_RMSE_statistic","wilcoxon_RMSE_p","sign_test_RMSE_successes","sign_test_RMSE_p","mean_R2_gain","R2_gain_CI_low","R2_gain_CI_high","paired_t_R2_p"
17,14,0.0411575027079999,0.0352610124304995,0.00299556497792701,0.0147948413333144,0.0675201640826854,3.30960546256468,16,0.00442876512102718,136,0.00522300384127417,14,0.012725830078125,0.00496992360755335,0.00187296006413423,0.00806688715097248,0.00364500682294176
