"season","min_minutes","model","player_id","player_name","coefficient"
2010,0,"dummy","4226","Cedric Jackson",10.9040977655024
2010,0,"dummy","3410","Alexis Ajinca",8.00477745050714
2010,0,"dummy","84","Ryan Bowen",7.35285428803969
2010,0,"dummy","4021",NA,3.36418206718241
2010,0,"dummy","3466","Kyle Weaver",3.1936119355151
2010,0,"dummy","3421","Joey Dorsey",2.57118797416787
2010,0,"dummy","2749","Travis Diener",2.21534276206395
2010,0,"dummy","3219","Acie Law",2.11298806914645
2010,0,"dummy","3207","Aaron Gray",1.44929640001219
2010,0,"dummy","2774","Ian Mahinmi",1.38539729733045
2010,0,"dummy","3205","Kyrylo Fesenko",1.35432450397081
2010,0,"dummy","3469","D.J. White",0.99948211216833
2010,0,"dummy","49","Raja Bell",0.962623405926746
2010,0,"dummy","1135","Chris Andersen",0.960529068135242
2010,0,"dummy","2810","Shavlik Randolph",0.953492243058001
2010,0,"dummy","1828","Reggie Evans",0.937887494137284
2010,0,"dummy","2419","Anderson Varejao",0.916973782263207
2010,0,"dummy","94","Primoz Brezec",0.855054944288746
2010,0,"dummy","3433","Malik Hairston",0.827785773418493
2010,0,"dummy","1024","Jamaal Tinsley",0.786608413358075
2010,0,"dummy","802","Jerry Stackhouse",0.760274224199561
2010,0,"dummy","2171","Darko Milicic",0.757821471877636
2010,0,"dummy","312",NA,0.754863669404235
2010,0,"dummy","234","Francisco Elson",0.710134220495192
2010,0,"dummy","3225","Greg Oden",0.703586406292356
2010,0,"dummy","362","Zydrunas Ilgauskas",0.687482694953686
2010,0,"dummy","2384","Dwight Howard",0.681725970341795
2010,0,"dummy","1966","LeBron James",0.6808993696818
2010,0,"dummy","4024","Marcus Landry",0.680832768210505
2010,0,"dummy","1765","Matt Barnes",0.675662271359589
2010,0,"dummy","3412","Ryan Anderson",0.670798349113062
2010,0,"dummy","3974","Dante Cunningham",0.658177629787676
2010,0,"dummy","261","Kevin Garnett",0.649320786775954
2010,0,"dummy","136","Vince Carter",0.626878785893543
2010,0,"dummy","3467","Sonny Weems",0.593267195412072
2010,0,"dummy","2411","Josh Smith",0.591407703501815
2010,0,"dummy","530","Antonio McDyess",0.584248550475132
2010,0,"dummy","992","DeSagana Diop",0.580176028880765
2010,0,"dummy","1978","Nick Collison",0.575869548804079
2010,0,"dummy","617","Lamar Odom",0.575226404514752
2010,0,"dummy","510","Shawn Marion",0.570978276333104
2010,0,"dummy","3025","Sergio Rodriguez",0.562620209865693
2010,0,"dummy","181","Erick Dampier",0.561210205649335
2010,0,"dummy","609","Dirk Nowitzki",0.560718945304821
2010,0,"dummy","3241","Julian Wright",0.543666128137931
