"season","min_minutes","model","player_id","player_name","coefficient"
2005,0,"dummy","2222",NA,7.49710352903198
2005,0,"dummy","2404","Justin Reed",7.16704801745958
2005,0,"dummy","2431","Andre Emmett",7.166025491533
2005,0,"dummy","316","Donnell Harvey",2.20774418847072
2005,0,"dummy","2212","Josh Davis",1.52468461513002
2005,0,"dummy","2498","Geno Carlisle",1.19587572923992
2005,0,"dummy","272","Emmanuel Ginobili",1.19548601407616
2005,0,"dummy","130","Brian Cardinal",1.08660446207859
2005,0,"dummy","285","Adrian Griffin",0.972788690178362
2005,0,"dummy","1016","Vladimir Radmanovic",0.938012033289946
2005,0,"dummy","215","Tim Duncan",0.925328234891049
2005,0,"dummy","598","Radoslav Nesterovic",0.924706673163433
2005,0,"dummy","525","Jelani McCoy",0.924534867209761
2005,0,"dummy","88","Shawn Bradley",0.923534493581916
2005,0,"dummy","592","Steve Nash",0.884798293443703
2005,0,"dummy","151","Mateen Cleaves",0.855625744602588
2005,0,"dummy","2408","Ha Seung-Jin",0.841176810559821
2005,0,"dummy","2449","Jackson Vroman",0.80243374777717
2005,0,"dummy","2448","Beno Udrih",0.762975197695619
2005,0,"dummy","339","Fred Hoiberg",0.730459311866285
2005,0,"dummy","pair_136_429",NA,0.712531989376326
2005,0,"dummy","205","Vlade Divac",0.692891710451257
2005,0,"dummy","434","Andrei Kirilenko",0.686671436206659
2005,0,"dummy","2006","Josh Howard",0.680523144501598
2005,0,"dummy","248","Danny Fortson",0.67458330726056
2005,0,"dummy","2509","Andre Barrett",0.666594842422753
2005,0,"dummy","496","Mark Madsen",0.656886378932872
2005,0,"dummy","2419","Anderson Varejao",0.650938397872824
2005,0,"dummy","976","Shane Battier",0.632701478515067
2005,0,"dummy","883","Rasheed Wallace",0.624838758518793
2005,0,"dummy","2466","Jared Reiner",0.614161804374488
2005,0,"dummy","1998","Brian Cook",0.599495484112377
2005,0,"dummy","pair_1007_510",NA,0.598646244001701
2005,0,"dummy","181","Erick Dampier",0.590909195077766
2005,0,"dummy","703","Quentin Richardson",0.58081445439901
2005,0,"dummy","510","Shawn Marion",0.570125819278049
2005,0,"dummy","347","Robert Horry",0.535907821449198
2005,0,"dummy","1966","LeBron James",0.534358787610747
2005,0,"dummy","pair_959_976",NA,0.532296850827739
2005,0,"dummy","1715","Casey Jacobsen",0.531522305795119
2005,0,"dummy","609","Dirk Nowitzki",0.529327231895177
2005,0,"dummy","664","Scot Pollard",0.525184409512278
2005,0,"dummy","1727","Amare Stoudemire",0.521511050454718
2005,0,"dummy","pair_242_609",NA,0.510845795717847
2005,0,"dummy","556","Brad Miller",0.496898593860484
2005,0,"dummy","885","Ben Wallace",0.494549562023551
2005,0,"dummy","183","Antonio Daniels",0.494052623732103
2005,0,"dummy","1765","Matt Barnes",0.480165313046893
2005,0,"dummy","pair_1015_83",NA,0.475125464181439
2005,0,"dummy","1978","Nick Collison",0.470037733167292
2005,0,"dummy","362","Zydrunas Ilgauskas",0.469958458116517
2005,0,"dummy","614","Shaquille O'Neal",0.468890401319473
2005,0,"dummy","446","Toni Kukoc",0.466867996748986
2005,0,"dummy","pair_1966_535",NA,0.448294580433015
2005,0,"dummy","273","Gordan Giricek",0.447558520057644
2005,0,"dummy","2446","Pape Sow",0.44343344788253
2005,0,"dummy","189","Antonio Davis",0.435774925970121
2005,0,"dummy","829","Stromile Swift",0.426623297420194
2005,0,"dummy","2367","Tony Allen",0.424899466781416
2005,0,"dummy","1007","Joe Johnson",0.424827707856506
2005,0,"dummy","1027","Earl Watson",0.423497580462524
2005,0,"dummy","406","Damon Jones",0.408552613896525
2005,0,"dummy","429","Jason Kidd",0.401653600350045
2005,0,"dummy","407","Jumaine Jones",0.397607379571991
2005,0,"dummy","2214","Ronald Dupree",0.392955144282713
2005,0,"dummy","879","Jake Voskuhl",0.370822200356959
2005,0,"dummy","83","Bruce Bowen",0.370805078272379
2005,0,"dummy","882","Samaki Walker",0.368877085135084
2005,0,"dummy","2184","Udonis Haslem",0.368009860718098
2005,0,"dummy","1784","Darius Songaila",0.36364842973727
2005,0,"dummy","586","Lamond Murray",0.361252140813532
2005,0,"dummy","42","Brent Barry",0.36042570224107
2005,0,"dummy","2165","Marcus Banks",0.3598116419074
2005,0,"dummy","294","Richard Hamilton",0.357065619595735
2005,0,"dummy","2522","Keith McLeod",0.346869249110034
2005,0,"dummy","1724","Tayshaun Prince",0.344630792216638
2005,0,"dummy","1024","Jamaal Tinsley",0.344409808686759
2005,0,"dummy","242","Michael Finley",0.34069037830219
2005,0,"dummy","2016","Zaza Pachulia",0.338807577498833
2005,0,"dummy","802","Jerry Stackhouse",0.338377957766899
2005,0,"dummy","1775","Mario Kasun",0.337318129742615
2005,0,"dummy","pair_1724_63",NA,0.32959195566111
2005,0,"dummy","1011","Raul Lopez",0.329242551933327
2005,0,"dummy","pair_385_974",NA,0.327693743635974
2005,0,"dummy","378","Stephen Jackson",0.327048881150337
2005,0,"dummy","662","Paul Pierce",0.324579228231634
2005,0,"dummy","996","Pau Gasol",0.313623471553876
2005,0,"dummy","984","Tyson Chandler",0.312294619143497
2005,0,"dummy","848","John Thomas",0.311207652954526
2005,0,"dummy","825","Bob Sura",0.294677645974103
2005,0,"dummy","987","Jason Collins",0.294117526276973
2005,0,"dummy","1015","Tony Parker",0.292139854664691
2005,0,"dummy","841","Jason Terry",0.291920083709108
2005,0,"dummy","250","Jeff Foster",0.289216337116329
2005,0,"dummy","2494","Billy Thomas",0.286684672111542
2005,0,"dummy","9","Ray Allen",0.28472427134169
