"season","min_minutes","dummy_penalty_ratio","n_players_inner","n_players_outer","inner_dummy_lambda","inner_no_dummy_lambda","inner_dummy_RMSE","inner_dummy_R2","inner_no_dummy_RMSE","inner_no_dummy_R2","neutral_inner_RMSE","outer_dummy_lambda","outer_no_dummy_lambda","outer_dummy_RMSE","outer_dummy_R2","outer_no_dummy_RMSE","outer_no_dummy_R2"
2018,15,0.25,310,318,7.18423315917648,8.07554792180826,12.4946797812889,0.154665282116259,12.4927250956142,0.154929752185636,12.4937024384515,6.80694071682826,6.86531644820735,12.5467036222575,0.184168325506529,12.7564554815788,0.156662679472476
2018,15,0.5,310,318,7.6215495645532,8.07554792180826,12.4941976296268,0.154730521351267,12.4927250956142,0.154929752185636,12.4934613626205,6.57846765803836,6.86531644820735,12.5989126412844,0.17736456369752,12.7564554815788,0.156662679472476
2018,15,1,310,318,7.35813850157752,8.07554792180826,12.484001734808,0.15610952342541,12.4927250956142,0.154929752185636,12.4883634152111,6.40610942073965,6.86531644820735,12.641600556431,0.1717805765535,12.7564554815788,0.156662679472476
2018,15,2,310,318,7.58808032975182,8.07554792180826,12.4813793919271,0.156464015167134,12.4927250956142,0.154929752185636,12.4870522437707,7.07462487650635,6.86531644820735,12.699650977114,0.164156720017199,12.7564554815788,0.156662679472476
2018,20,0,228,234,7.27348372427205,8.07554792180826,12.6166447765955,0.138081511967828,12.5170505692361,0.151635555346454,12.5668476729158,5.24847149125103,5.69970632608715,12.2853334930198,0.217804731480814,12.8522190844822,0.143953167852159
2018,20,0.1,228,234,8.01563067711527,8.07554792180826,12.5622000696481,0.145504348754061,12.5170505692361,0.151635555346454,12.5396253194421,6.08765372506255,5.69970632608715,12.4841340351607,0.192285034148991,12.8522190844822,0.143953167852159
2018,20,0.25,228,234,8.18226501009777,8.07554792180826,12.5332112163376,0.149443510370597,12.5170505692361,0.151635555346454,12.5251308927868,6.21317547505473,5.69970632608715,12.6146895009735,0.175303000071253,12.8522190844822,0.143953167852159
2018,20,0.5,228,234,8.70484135093571,8.07554792180826,12.5260902354075,0.15040975530118,12.5170505692361,0.151635555346454,12.5215704023218,6.02113912744578,5.69970632608715,12.6976577690795,0.164419070345464,12.8522190844822,0.143953167852159
2018,20,1,228,234,8.5266842996982,8.07554792180826,12.5129459266473,0.152191862418479,12.5170505692361,0.151635555346454,12.5149982479417,6.46953274432377,5.69970632608715,12.7867874883903,0.152647375175676,12.8522190844822,0.143953167852159
2018,20,2,228,234,8.41485665801869,8.07554792180826,12.5036209673732,0.153455007102505,12.5170505692361,0.151635555346454,12.5103357683047,6.5117903555927,5.69970632608715,12.8265515761836,0.147369021255057,12.8522190844822,0.143953167852159
2018,25,0,152,163,8.44083962064055,7.35813850157752,12.7425179192028,0.120797425501537,12.6718276596839,0.130525277449301,12.7071727894433,5.09225657696104,4.31161881351605,12.2325935505247,0.224506118260832,12.8539017789994,0.143728994952695
2018,25,0.1,152,163,9.12488692425839,7.35813850157752,12.7559637240373,0.118940991267074,12.6718276596839,0.130525277449301,12.7138956918606,5.49286247900005,4.31161881351605,12.3899816939913,0.204422277465952,12.8539017789994,0.143728994952695
2018,25,0.25,152,163,9.34469088189591,7.35813850157752,12.7694327701322,0.117079385219194,12.6718276596839,0.130525277449301,12.720630214908,5.12211389347641,4.31161881351605,12.4928244320804,0.191160117230488,12.8539017789994,0.143728994952695
