"season","min_minutes","side","excluded_players","n_stints","possession_exposure"
2016,25,"Away",5,357,1380
2016,30,"Home",0,0,0
2016,30,"Home",1,115,454
2016,30,"Home",2,826,3691.5
2016,30,"Home",3,4988,21595.5
2016,30,"Home",4,8770,35912.5
2016,30,"Home",5,3754,14142
2016,30,"Away",0,0,0
2016,30,"Away",1,158,667
2016,30,"Away",2,896,4106
2016,30,"Away",3,5139,22224
2016,30,"Away",4,8148,33069
2016,30,"Away",5,4112,15729.5
2017,0,"Home",0,18445,79872.5
2017,0,"Home",1,0,0
2017,0,"Home",2,0,0
2017,0,"Home",3,0,0
2017,0,"Home",4,0,0
2017,0,"Home",5,0,0
2017,0,"Away",0,18445,79872.5
2017,0,"Away",1,0,0
2017,0,"Away",2,0,0
2017,0,"Away",3,0,0
2017,0,"Away",4,0,0
2017,0,"Away",5,0,0
2017,5,"Home",0,18297,79298.5
2017,5,"Home",1,136,508
2017,5,"Home",2,12,66
2017,5,"Home",3,0,0
2017,5,"Home",4,0,0
2017,5,"Home",5,0,0
2017,5,"Away",0,18309,79356.5
2017,5,"Away",1,122,449.5
2017,5,"Away",2,14,66.5
2017,5,"Away",3,0,0
2017,5,"Away",4,0,0
2017,5,"Away",5,0,0
2017,10,"Home",0,17670,76809
2017,10,"Home",1,690,2720.5
2017,10,"Home",2,75,298.5
2017,10,"Home",3,10,44.5
2017,10,"Home",4,0,0
2017,10,"Home",5,0,0
2017,10,"Away",0,17677,76812.5
2017,10,"Away",1,671,2654
2017,10,"Away",2,83,358.5
2017,10,"Away",3,14,47.5
2017,10,"Away",4,0,0
2017,10,"Away",5,0,0
2017,15,"Home",0,14497,62790.5
2017,15,"Home",1,3423,14935.5
2017,15,"Home",2,418,1696.5
2017,15,"Home",3,100,426
2017,15,"Home",4,7,24
2017,15,"Home",5,0,0
2017,15,"Away",0,13966,61008.5
2017,15,"Away",1,3749,15955
2017,15,"Away",2,600,2376.5
2017,15,"Away",3,117,485
2017,15,"Away",4,11,46
2017,15,"Away",5,2,1.5
2017,20,"Home",0,5949,26314.5
2017,20,"Home",1,8024,35385
2017,20,"Home",2,3408,13975
2017,20,"Home",3,854,3377
2017,20,"Home",4,189,725
2017,20,"Home",5,21,96
2017,20,"Away",0,5771,26103.5
2017,20,"Away",1,7733,33809
2017,20,"Away",2,3680,15088.5
2017,20,"Away",3,1029,3991
2017,20,"Away",4,216,829
2017,20,"Away",5,16,51.5
2017,25,"Home",0,955,4258.5
2017,25,"Home",1,4851,22607
2017,25,"Home",2,6619,29234.5
2017,25,"Home",3,4103,16318.5
2017,25,"Home",4,1621,6272.5
2017,25,"Home",5,296,1181.5
2017,25,"Away",0,933,4411
2017,25,"Away",1,4565,21238
2017,25,"Away",2,6547,28486
2017,25,"Away",3,4396,17695.5
2017,25,"Away",4,1702,6773.5
2017,25,"Away",5,302,1268.5
2017,30,"Home",0,0,0
2017,30,"Home",1,228,1200.5
2017,30,"Home",2,1616,7824.5
2017,30,"Home",3,5113,22503.5
2017,30,"Home",4,7272,30982
2017,30,"Home",5,4216,17362
2017,30,"Away",0,0,0
2017,30,"Away",1,196,1093
2017,30,"Away",2,1300,6408
2017,30,"Away",3,5093,23009
2017,30,"Away",4,7218,30225
2017,30,"Away",5,4638,19137.5
2018,0,"Home",0,25870,82699.5
2018,0,"Home",1,0,0
2018,0,"Home",2,0,0
2018,0,"Home",3,0,0
2018,0,"Home",4,0,0
2018,0,"Home",5,0,0
2018,0,"Away",0,25870,82699.5
2018,0,"Away",1,0,0
2018,0,"Away",2,0,0
2018,0,"Away",3,0,0
2018,0,"Away",4,0,0
2018,0,"Away",5,0,0
2018,5,"Home",0,25675,82101
2018,5,"Home",1,177,542.5
2018,5,"Home",2,18,56
2018,5,"Home",3,0,0
2018,5,"Home",4,0,0
2018,5,"Home",5,0,0
2018,5,"Away",0,25566,81763
2018,5,"Away",1,274,842
2018,5,"Away",2,29,92.5
2018,5,"Away",3,1,2
2018,5,"Away",4,0,0
2018,5,"Away",5,0,0
2018,10,"Home",0,23718,76133.5
2018,10,"Home",1,1869,5612.5
2018,10,"Home",2,229,747
2018,10,"Home",3,43,153.5
2018,10,"Home",4,11,53
2018,10,"Home",5,0,0
2018,10,"Away",0,23368,75165
2018,10,"Away",1,2172,6411.5
2018,10,"Away",2,242,848.5
2018,10,"Away",3,64,201.5
2018,10,"Away",4,24,73
2018,10,"Away",5,0,0
2018,15,"Home",0,16602,55256
2018,15,"Home",1,6945,20187.5
2018,15,"Home",2,1751,5329
2018,15,"Home",3,456,1493.5
2018,15,"Home",4,96,343.5
2018,15,"Home",5,20,90
2018,15,"Away",0,16067,53633
2018,15,"Away",1,7271,21329.5
2018,15,"Away",2,1907,5598.5
2018,15,"Away",3,482,1638.5
2018,15,"Away",4,112,398
2018,15,"Away",5,31,102
2018,20,"Home",0,8227,30017
2018,20,"Home",1,8481,26351
2018,20,"Home",2,5296,14575
2018,20,"Home",3,2708,7947.5
2018,20,"Home",4,919,2950
2018,20,"Home",5,239,859
2018,20,"Away",0,7434,27733
2018,20,"Away",1,8622,27154.5
2018,20,"Away",2,5569,15084
2018,20,"Away",3,3008,8692
2018,20,"Away",4,965,3102
2018,20,"Away",5,272,934
2018,25,"Home",0,2852,12478.5
2018,25,"Home",1,5790,20147
2018,25,"Home",2,6709,19924.5
2018,25,"Home",3,5539,15200
2018,25,"Home",4,3475,9983
2018,25,"Home",5,1505,4966.5
2018,25,"Away",0,2470,10956
2018,25,"Away",1,5715,20094.5
2018,25,"Away",2,6797,20326.5
2018,25,"Away",3,5584,15475.5
2018,25,"Away",4,3787,10857.5
2018,25,"Away",5,1517,4989.5
2018,30,"Home",0,304,1313
2018,30,"Home",1,1238,5109.5
2018,30,"Home",2,4346,15830
2018,30,"Home",3,8003,24971
2018,30,"Home",4,7446,21159.5
2018,30,"Home",5,4533,14316.5
2018,30,"Away",0,278,1294.5
2018,30,"Away",1,1205,5051
2018,30,"Away",2,4051,14650.5
2018,30,"Away",3,7912,25034
2018,30,"Away",4,7508,21308
2018,30,"Away",5,4916,15361.5
2019,0,"Home",0,26044,84413.5
2019,0,"Home",1,0,0
2019,0,"Home",2,0,0
2019,0,"Home",3,0,0
2019,0,"Home",4,0,0
2019,0,"Home",5,0,0
2019,0,"Away",0,26044,84413.5
2019,0,"Away",1,0,0
2019,0,"Away",2,0,0
2019,0,"Away",3,0,0
2019,0,"Away",4,0,0
2019,0,"Away",5,0,0
2019,5,"Home",0,25832,83633.5
2019,5,"Home",1,173,582.5
2019,5,"Home",2,34,167.5
2019,5,"Home",3,5,30
2019,5,"Home",4,0,0
2019,5,"Home",5,0,0
2019,5,"Away",0,25820,83632.5
2019,5,"Away",1,193,648
2019,5,"Away",2,27,115.5
2019,5,"Away",3,4,17.5
2019,5,"Away",4,0,0
2019,5,"Away",5,0,0
2019,10,"Home",0,23724,77354
2019,10,"Home",1,1950,5674.5
2019,10,"Home",2,299,1029
2019,10,"Home",3,61,296
2019,10,"Home",4,10,60
2019,10,"Home",5,0,0
2019,10,"Away",0,23520,76897
2019,10,"Away",1,2115,6070.5
2019,10,"Away",2,326,1100.5
2019,10,"Away",3,67,243
2019,10,"Away",4,16,102.5
2019,10,"Away",5,0,0
2019,15,"Home",0,17284,58235.5
2019,15,"Home",1,6505,19030
2019,15,"Home",2,1625,4905.5
2019,15,"Home",3,470,1543
2019,15,"Home",4,133,553
2019,15,"Home",5,27,146.5
2019,15,"Away",0,17051,57693.5
2019,15,"Away",1,6397,18650
2019,15,"Away",2,1920,5711.5
2019,15,"Away",3,492,1625.5
2019,15,"Away",4,163,617.5
2019,15,"Away",5,21,115.5
2019,20,"Home",0,8038,30035
2019,20,"Home",1,8617,26795.5
2019,20,"Home",2,5239,14711
2019,20,"Home",3,2856,8436.5
2019,20,"Home",4,979,3116
2019,20,"Home",5,315,1319.5
2019,20,"Away",0,7921,29750.5
2019,20,"Away",1,8439,26544.5
2019,20,"Away",2,5410,15229
2019,20,"Away",3,2885,8262.5
2019,20,"Away",4,1074,3418
2019,20,"Away",5,315,1209
2019,25,"Home",0,2441,9925
2019,25,"Home",1,6632,24884
2019,25,"Home",2,7417,21542
2019,25,"Home",3,5601,15717
2019,25,"Home",4,2970,8677
2019,25,"Home",5,983,3668.5
2019,25,"Away",0,2469,9943.5
2019,25,"Away",1,6461,24285
2019,25,"Away",2,7182,21285.5
2019,25,"Away",3,5830,16353
2019,25,"Away",4,3051,8914.5
2019,25,"Away",5,1051,3632
2019,30,"Home",0,46,242
2019,30,"Home",1,1071,4785.5
2019,30,"Home",2,3159,11830.5
2019,30,"Home",3,7848,25919.5
2019,30,"Home",4,8891,26323.5
2019,30,"Home",5,5029,15312.5
2019,30,"Away",0,52,217.5
2019,30,"Away",1,1030,4678.5
2019,30,"Away",2,3116,11761
2019,30,"Away",3,7686,25502
2019,30,"Away",4,9127,27186
2019,30,"Away",5,5033,15068.5
2022,0,"Home",0,31924,92524
2022,0,"Home",1,0,0
2022,0,"Home",2,0,0
2022,0,"Home",3,0,0
2022,0,"Home",4,0,0
2022,0,"Home",5,0,0
2022,0,"Away",0,31924,92524
2022,0,"Away",1,0,0
2022,0,"Away",2,0,0
2022,0,"Away",3,0,0
2022,0,"Away",4,0,0
2022,0,"Away",5,0,0
2022,5,"Home",0,31676,91758.5
2022,5,"Home",1,200,611
2022,5,"Home",2,39,130.5
2022,5,"Home",3,7,19.5
2022,5,"Home",4,2,4.5
2022,5,"Home",5,0,0
2022,5,"Away",0,31643,91601
2022,5,"Away",1,225,715.5
2022,5,"Away",2,52,184
2022,5,"Away",3,3,22
2022,5,"Away",4,0,0
2022,5,"Away",5,1,1.5
2022,10,"Home",0,28641,83541
2022,10,"Home",1,2725,7168.5
2022,10,"Home",2,414,1253.5
2022,10,"Home",3,106,433.5
2022,10,"Home",4,32,109
2022,10,"Home",5,6,18.5
2022,10,"Away",0,28059,82431
2022,10,"Away",1,3248,8203
2022,10,"Away",2,445,1293
2022,10,"Away",3,127,433
2022,10,"Away",4,41,150
2022,10,"Away",5,4,14
2022,15,"Home",0,19013,58613.5
2022,15,"Home",1,9055,23472
2022,15,"Home",2,2708,6976.5
2022,15,"Home",3,800,2134.5
2022,15,"Home",4,256,959.5
2022,15,"Home",5,92,368
2022,15,"Away",0,18375,57431
2022,15,"Away",1,9420,23953
2022,15,"Away",2,2891,7413.5
2022,15,"Away",3,849,2309
2022,15,"Away",4,292,999
2022,15,"Away",5,97,418.5
2022,20,"Home",0,9418,32535
2022,20,"Home",1,10894,29699
2022,20,"Home",2,6701,17163.5
2022,20,"Home",3,3229,8113.5
2022,20,"Home",4,1219,3351
2022,20,"Home",5,463,1662
2022,20,"Away",0,8941,30841.5
2022,20,"Away",1,10871,30258.5
2022,20,"Away",2,6832,17377
2022,20,"Away",3,3343,8257
2022,20,"Away",4,1364,3907
2022,20,"Away",5,573,1883
2022,25,"Home",0,3351,12885
2022,25,"Home",1,7591,23847
2022,25,"Home",2,9164,24898
2022,25,"Home",3,6835,17214.5
2022,25,"Home",4,3609,9253
2022,25,"Home",5,1374,4426.5
2022,25,"Away",0,3218,12577.5
2022,25,"Away",1,7121,22382
2022,25,"Away",2,9039,24745
2022,25,"Away",3,7054,17890.5
2022,25,"Away",4,3863,9988
2022,25,"Away",5,1629,4941
2022,30,"Home",0,49,267.5
2022,30,"Home",1,1086,4318
2022,30,"Home",2,5219,17976.5
2022,30,"Home",3,10908,31003.5
2022,30,"Home",4,10025,25804
2022,30,"Home",5,4637,13154.5
2022,30,"Away",0,70,346
2022,30,"Away",1,1102,4545
2022,30,"Away",2,5005,17337
2022,30,"Away",3,10423,29580.5
2022,30,"Away",4,10193,26266.5
2022,30,"Away",5,5131,14449
2023,0,"Home",0,32688,95108.5
2023,0,"Home",1,0,0
2023,0,"Home",2,0,0
2023,0,"Home",3,0,0
2023,0,"Home",4,0,0
2023,0,"Home",5,0,0
2023,0,"Away",0,32688,95108.5
2023,0,"Away",1,0,0
2023,0,"Away",2,0,0
2023,0,"Away",3,0,0
2023,0,"Away",4,0,0
2023,0,"Away",5,0,0
2023,5,"Home",0,32389,94110
2023,5,"Home",1,263,881
2023,5,"Home",2,30,93.5
2023,5,"Home",3,5,22.5
2023,5,"Home",4,1,1.5
2023,5,"Home",5,0,0
2023,5,"Away",0,32278,93832.5
2023,5,"Away",1,363,1098
2023,5,"Away",2,42,156
2023,5,"Away",3,5,22
2023,5,"Away",4,0,0
2023,5,"Away",5,0,0
2023,10,"Home",0,29754,86794
2023,10,"Home",1,2488,6845.5
2023,10,"Home",2,335,1074
2023,10,"Home",3,83,303.5
2023,10,"Home",4,22,78
2023,10,"Home",5,6,13.5
2023,10,"Away",0,29155,85540
2023,10,"Away",1,2867,7522.5
2023,10,"Away",2,518,1524
2023,10,"Away",3,120,411.5
2023,10,"Away",4,21,72
2023,10,"Away",5,7,38.5
2023,15,"Home",0,19704,60452
2023,15,"Home",1,9047,23844
2023,15,"Home",2,3060,8048
2023,15,"Home",3,641,1887.5
2023,15,"Home",4,174,669.5
2023,15,"Home",5,62,207.5
2023,15,"Away",0,19051,58955
2023,15,"Away",1,9079,23660.5
2023,15,"Away",2,3215,8290
2023,15,"Away",3,973,2935
2023,15,"Away",4,294,951.5
2023,15,"Away",5,76,316.5
2023,20,"Home",0,10261,35390.5
2023,20,"Home",1,10583,28821
2023,20,"Home",2,6871,17408.5
2023,20,"Home",3,3603,9233.5
2023,20,"Home",4,1081,3095.5
2023,20,"Home",5,289,1159.5
2023,20,"Away",0,10049,35026.5
2023,20,"Away",1,10284,27867.5
2023,20,"Away",2,6843,16996
2023,20,"Away",3,3744,9892.5
2023,20,"Away",4,1304,3668.5
2023,20,"Away",5,464,1657.5
2023,25,"Home",0,3844,15107.5
2023,25,"Home",1,7869,25165.5
2023,25,"Home",2,8772,22749
2023,25,"Home",3,7343,18374.5
2023,25,"Home",4,3835,10439
2023,25,"Home",5,1025,3273
2023,25,"Away",0,3652,14539
2023,25,"Away",1,7585,24225.5
2023,25,"Away",2,9020,23381.5
2023,25,"Away",3,7071,17918.5
2023,25,"Away",4,3971,10557
2023,25,"Away",5,1389,4487
2023,30,"Home",0,195,855
2023,30,"Home",1,2493,9627.5
2023,30,"Home",2,6418,20315
2023,30,"Home",3,9678,26915.5
2023,30,"Home",4,10276,26994.5
2023,30,"Home",5,3628,10401
2023,30,"Away",0,193,867.5
2023,30,"Away",1,2163,8695.5
2023,30,"Away",2,6057,19269.5
2023,30,"Away",3,9919,27230.5
2023,30,"Away",4,10157,26916
2023,30,"Away",5,4199,12129.5
2024,0,"Home",0,30320,90065
2024,0,"Home",1,0,0
2024,0,"Home",2,0,0
2024,0,"Home",3,0,0
2024,0,"Home",4,0,0
2024,0,"Home",5,0,0
2024,0,"Away",0,30320,90065
2024,0,"Away",1,0,0
2024,0,"Away",2,0,0
2024,0,"Away",3,0,0
2024,0,"Away",4,0,0
2024,0,"Away",5,0,0
2024,5,"Home",0,29912,88706.5
2024,5,"Home",1,314,1013
2024,5,"Home",2,74,265.5
2024,5,"Home",3,17,68.5
2024,5,"Home",4,3,11.5
2024,5,"Home",5,0,0
2024,5,"Away",0,29757,88289
2024,5,"Away",1,440,1315
2024,5,"Away",2,94,364
2024,5,"Away",3,26,85
2024,5,"Away",4,2,5.5
2024,5,"Away",5,1,6.5
2024,10,"Home",0,26739,79954
2024,10,"Home",1,2939,7770.5
2024,10,"Home",2,389,1224
2024,10,"Home",3,168,739
2024,10,"Home",4,75,317
2024,10,"Home",5,10,60.5
2024,10,"Away",0,26549,79451.5
2024,10,"Away",1,2944,7885
2024,10,"Away",2,573,1710
2024,10,"Away",3,154,603.5
2024,10,"Away",4,90,366
2024,10,"Away",5,10,49
2024,15,"Home",0,17655,56347
2024,15,"Home",1,8633,22450.5
2024,15,"Home",2,2831,7268.5
2024,15,"Home",3,750,2204.5
2024,15,"Home",4,319,1237.5
2024,15,"Home",5,132,557
2024,15,"Away",0,17639,56038.5
2024,15,"Away",1,8466,22433.5
2024,15,"Away",2,2929,7501.5
2024,15,"Away",3,808,2315.5
2024,15,"Away",4,348,1191.5
2024,15,"Away",5,130,584.5
2024,20,"Home",0,8857,31926.5
2024,20,"Home",1,9981,27857.5
2024,20,"Home",2,6714,17196
2024,20,"Home",3,3288,8343.5
2024,20,"Home",4,1042,2891.5
2024,20,"Home",5,438,1850
2024,20,"Away",0,8728,30918.5
2024,20,"Away",1,10200,28622.5
2024,20,"Away",2,6652,17387.5
2024,20,"Away",3,3073,8010
2024,20,"Away",4,1184,3343
2024,20,"Away",5,483,1783.5
2024,25,"Home",0,4063,16254.5
2024,25,"Home",1,7710,24187.5
2024,25,"Home",2,8038,21445
2024,25,"Home",3,6492,16728.5
2024,25,"Home",4,2848,7424
2024,25,"Home",5,1169,4025.5
2024,25,"Away",0,4010,15941
2024,25,"Away",1,7663,23802
2024,25,"Away",2,8257,21749
2024,25,"Away",3,6154,16368
2024,25,"Away",4,2969,7939
2024,25,"Away",5,1267,4266
2024,30,"Home",0,363,1733.5
2024,30,"Home",1,1461,5474
2024,30,"Home",2,5325,18399.5
2024,30,"Home",3,9257,25729.5
2024,30,"Home",4,10292,28066
2024,30,"Home",5,3622,10662.5
2024,30,"Away",0,325,1656
2024,30,"Away",1,1246,4603.5
2024,30,"Away",2,5523,18780.5
2024,30,"Away",3,9132,25626.5
2024,30,"Away",4,10001,27361
2024,30,"Away",5,4093,12037.5
2025,0,"Home",0,31153,90139
2025,0,"Home",1,0,0
2025,0,"Home",2,0,0
2025,0,"Home",3,0,0
2025,0,"Home",4,0,0
2025,0,"Home",5,0,0
2025,0,"Away",0,31153,90139
2025,0,"Away",1,0,0
2025,0,"Away",2,0,0
2025,0,"Away",3,0,0
2025,0,"Away",4,0,0
2025,0,"Away",5,0,0
2025,5,"Home",0,30697,88546
2025,5,"Home",1,361,1170
2025,5,"Home",2,66,301.5
2025,5,"Home",3,29,121.5
2025,5,"Home",4,0,0
2025,5,"Home",5,0,0
2025,5,"Away",0,30598,88348
2025,5,"Away",1,465,1442.5
2025,5,"Away",2,78,304
2025,5,"Away",3,12,44.5
2025,5,"Away",4,0,0
2025,5,"Away",5,0,0
2025,10,"Home",0,27413,79667.5
2025,10,"Home",1,2941,7758.5
2025,10,"Home",2,488,1438
2025,10,"Home",3,183,701
2025,10,"Home",4,105,464.5
2025,10,"Home",5,23,109.5
2025,10,"Away",0,27824,80954
2025,10,"Away",1,2617,6840
2025,10,"Away",2,432,1288
2025,10,"Away",3,183,653.5
2025,10,"Away",4,73,324
2025,10,"Away",5,24,79.5
2025,15,"Home",0,18957,57680
2025,15,"Home",1,8533,22081
2025,15,"Home",2,2536,6628
2025,15,"Home",3,666,1887
2025,15,"Home",4,302,1132.5
2025,15,"Home",5,159,730.5
2025,15,"Away",0,19314,58644
2025,15,"Away",1,8272,21681
2025,15,"Away",2,2462,6271.5
2025,15,"Away",3,690,2061
2025,15,"Away",4,270,890
2025,15,"Away",5,145,591.5
2025,20,"Home",0,9227,31475.5
2025,20,"Home",1,10303,28156.5
2025,20,"Home",2,6953,17651.5
2025,20,"Home",3,3341,8537
2025,20,"Home",4,966,2773
2025,20,"Home",5,363,1545.5
2025,20,"Away",0,9754,32921
2025,20,"Away",1,10233,27971
2025,20,"Away",2,6650,16736
2025,20,"Away",3,3104,8119
2025,20,"Away",4,1028,2964.5
2025,20,"Away",5,384,1427.5
2025,25,"Home",0,3110,11707
2025,25,"Home",1,6904,21857
2025,25,"Home",2,8477,22941.5
2025,25,"Home",3,7658,19719
2025,25,"Home",4,3823,10034
2025,25,"Home",5,1181,3880.5
2025,25,"Away",0,3144,12474
2025,25,"Away",1,6933,21210.5
2025,25,"Away",2,8903,24291
2025,25,"Away",3,7515,19248.5
2025,25,"Away",4,3581,9293
2025,25,"Away",5,1077,3622
2025,30,"Home",0,572,2297
2025,30,"Home",1,2203,8030.5
2025,30,"Home",2,5184,15853.5
2025,30,"Home",3,9411,26870
2025,30,"Home",4,9491,25039.5
2025,30,"Home",5,4292,12048.5
2025,30,"Away",0,594,2624
2025,30,"Away",1,2167,7794.5
2025,30,"Away",2,5164,15948
2025,30,"Away",3,9749,27571.5
2025,30,"Away",4,9559,24977
2025,30,"Away",5,3920,11224
