"season","min_minutes","model","dummy_penalty_ratio","term","coefficient","term_type","player_id"
2007,10,"no_dummy",NA,"player__10",0.0459260610661337,"player","10"
2007,10,"no_dummy",NA,"player__1000",-0.186808757291104,"player","1000"
2007,10,"no_dummy",NA,"player__1002",-1.50974811250914,"player","1002"
2007,10,"no_dummy",NA,"player__1006",-0.247727069509225,"player","1006"
2007,10,"no_dummy",NA,"player__1007",-0.100781194446887,"player","1007"
2007,10,"no_dummy",NA,"player__1013",-0.394545457389388,"player","1013"
2007,10,"no_dummy",NA,"player__1014",0.725214009224581,"player","1014"
2007,10,"no_dummy",NA,"player__1015",1.87882838960469,"player","1015"
2007,10,"no_dummy",NA,"player__1016",-1.67077406961379,"player","1016"
2007,10,"no_dummy",NA,"player__1017",-0.948493097201356,"player","1017"
2007,10,"no_dummy",NA,"player__1018",0.307301824904155,"player","1018"
2007,10,"no_dummy",NA,"player__1021",0.291288705713227,"player","1021"
2007,10,"no_dummy",NA,"player__1024",-0.725188280673899,"player","1024"
2007,10,"no_dummy",NA,"player__1026",-1.13694979044081,"player","1026"
2007,10,"no_dummy",NA,"player__1027",-0.107420501349287,"player","1027"
2007,10,"no_dummy",NA,"player__1031",1.38566713414615,"player","1031"
2007,10,"no_dummy",NA,"player__1034",-2.97470928963171,"player","1034"
2007,10,"no_dummy",NA,"player__1051",-0.294106018317082,"player","1051"
2007,10,"no_dummy",NA,"player__1055",1.42812264739149,"player","1055"
2007,10,"no_dummy",NA,"player__11",0.878868552614682,"player","11"
2007,10,"no_dummy",NA,"player__110",1.8494730612851,"player","110"
2007,10,"no_dummy",NA,"player__111",-0.0299563432889787,"player","111"
2007,10,"no_dummy",NA,"player__125",0.950747984034583,"player","125"
2007,10,"no_dummy",NA,"player__130",-0.119483440032404,"player","130"
2007,10,"no_dummy",NA,"player__136",0.128207324434553,"player","136"
2007,10,"no_dummy",NA,"player__138",0.267098603351009,"player","138"
2007,10,"no_dummy",NA,"player__147",-1.12957031457443,"player","147"
2007,10,"no_dummy",NA,"player__150",-1.09603587677788,"player","150"
2007,10,"no_dummy",NA,"player__165",-0.722309874981554,"player","165"
2007,10,"no_dummy",NA,"player__167",0.381694900613624,"player","167"
2007,10,"no_dummy",NA,"player__1703",0.305536901194794,"player","1703"
2007,10,"no_dummy",NA,"player__1705",0.862826599091273,"player","1705"
2007,10,"no_dummy",NA,"player__1706",0.856979778979936,"player","1706"
2007,10,"no_dummy",NA,"player__1707",-0.878507023240206,"player","1707"
