"season","min_minutes","dummy_penalty_ratio","n_players_inner","n_players_outer","inner_dummy_lambda","inner_no_dummy_lambda","inner_dummy_RMSE","inner_dummy_R2","inner_no_dummy_RMSE","inner_no_dummy_R2","neutral_inner_RMSE","outer_dummy_lambda","outer_no_dummy_lambda","outer_dummy_RMSE","outer_dummy_R2","outer_no_dummy_RMSE","outer_no_dummy_R2"
2019,10,1,373,407,7.24149005637363,6.5981760381483,12.9113802742581,0.158130456883639,12.8926034548676,0.160577311926106,12.9019918645628,4.84081981264295,5.12520652508702,13.1251555792905,0.196101286946813,13.300885847521,0.174430678921068
2022,10,1,431,449,5.97928760565557,5.97928760565557,14.1816784886305,0.122868697498289,14.2255778250843,0.11742997894509,14.2036281568574,3.12207699972365,3.42647565297097,14.7154181958702,0.180214395994948,14.8796131043615,0.161817965684506
2023,10,1,388,410,14.0478181126589,14.7146490778075,12.5795720232255,0.113005248849905,12.6317486554852,0.105631964910719,12.6056603393554,7.21615489562193,7.21615489562193,13.7861291050007,0.135003355513683,13.9594295015078,0.113119553876128
2024,10,1,368,394,5.76938426792368,5.76938426792368,15.0375508163794,0.135686136129751,15.0692325618201,0.132040353920946,15.0533916890997,3.49945113161719,3.49945113161719,14.4013918429781,0.203608903079769,14.4935714449118,0.193381286526715
2025,10,1,377,410,5.95024081003316,6.5303819433978,15.1031703174564,0.124337751305399,15.1395227728952,0.120117341727316,15.1213465451758,4.26248891144084,4.67807631823416,14.5688007749929,0.237413516123077,14.7558898063412,0.217701853405376
2007,10,1.1,386,411,12.8402301135324,11.6700695867096,11.9454078114121,0.0969852861593856,11.9534931317355,0.0957624506980401,11.9494504715738,4.54712552722175,4.53635034824729,12.6359666999697,0.116945571986301,12.6475491143108,0.11532597451856
2008,10,1.1,385,407,6.55393059421048,6.53738026442712,12.3904977049053,0.157323443119643,12.382796612084,0.158370618755587,12.3866471584946,4.4663165624255,4.45563159457281,12.5510437534511,0.236311824419497,12.5336067882799,0.23843231005346
2009,10,1.1,374,398,5.86416801422623,5.84893640899447,12.1682516454872,0.148614874619481,12.1665366282653,0.148854849481534,12.1673941368763,3.37536221613173,3.36710949677689,11.5653094394992,0.154290815839117,11.5699898561368,0.153606169690724
2010,10,1.1,372,400,6.66152402569651,6.05388472540986,12.5921930654925,0.0767605743330558,12.5745135051314,0.0793512284976513,12.583353285312,4.94369555880297,4.49355138931746,12.121926265464,0.198725067035889,12.0627909547796,0.206523838198976
2011,10,1.1,405,417,6.35036223664096,6.33509694280288,11.1940036760981,0.17952931306337,11.194882666232,0.179400455868973,11.1944431711651,5.18617197865788,4.71440599031946,12.1651009959228,0.17009271877768,12.1751329127589,0.168723392924156
2012,10,1.1,308,402,50.5607567126216,45.9246612637716,12.7378700321595,0.0808361768876508,12.703241623464,0.0858269510115962,12.7205558278117,5.16028520591405,4.69047504240146,12.620874227732,0.113425304688668,12.6762528507803,0.105627904767814
2013,10,1.1,392,418,6.37823222871508,6.36240534973564,12.4700378767877,0.121339226011883,12.3476770737563,0.138498140265692,12.408857475272,4.38485410493107,3.98600266108368,12.4082878815369,0.168589950120186,12.3895364168429,0.171100913177394
2014,10,1.1,382,419,5.70005546649929,5.68555150856927,12.4865374433434,0.157433927385876,12.4751148791513,0.158974764948189,12.4808261612474,4.69266688068574,4.68175370189344,11.7775966189095,0.179058733493572,11.8326519972164,0.171365674779482
2015,10,1.1,394,424,4.86936028774232,4.85733717592073,12.4968501254159,0.137794440264314,12.4878020841581,0.139042506335089,12.492326104787,4.33186825060294,4.32190993278547,12.1540097158061,0.223358946481796,12.2106048668029,0.216109247837895
2016,10,1.1,390,408,6.9727705870816,6.95538213175222,11.9064603087524,0.192381539501512,11.8962824995476,0.19376167653531,11.90137140415,5.38126090298097,5.36841779820058,12.2915996389472,0.18813449881638,12.308748022805,0.18586760218887
2017,10,1.1,390,412,6.72659991222609,6.70982534885395,12.4833786851327,0.143257662752422,12.5007199887039,0.140875719744977,12.4920493369183,4.70923892143447,4.69810596890153,12.5699074309752,0.111434178361371,12.5789845967711,0.110150386643102
2018,10,1.1,375,401,7.37725054963357,7.35813850157752,12.4657149688318,0.158580001312461,12.4665139666444,0.158472135171509,12.4661144677381,5.71357422469077,6.25542065655361,12.584503178971,0.179245195154523,12.6570568305299,0.16975409073603
2019,10,1.1,373,407,7.26039734111611,6.5981760381483,12.9094891342582,0.158377057407565,12.8926034548676,0.160577311926106,12.9010462945629,5.13749718821672,5.12520652508702,13.1383593544767,0.194483045265064,13.300885847521,0.174430678921068
2022,10,1.1,431,449,5.99284608095185,5.97928760565557,14.184021935749,0.122578790960611,14.2255778250843,0.11742997894509,14.2047998804167,3.12887891039843,3.42647565297097,14.7228471320444,0.179386465436628,14.8796131043615,0.161817965684506
2023,10,1.1,388,410,13.4411272447084,14.7146490778075,12.5686957299527,0.114538376453601,12.6317486554852,0.105631964910719,12.6002221927189,7.23333621680198,7.21615489562193,13.7974749875986,0.133578997916594,13.9594295015078,0.113119553876128
2024,10,1.1,368,394,5.78464718926739,5.76938426792368,15.0382044600469,0.135610995494247,15.0692325618201,0.132040353920946,15.0537185109335,3.50811313936872,3.49945113161719,14.4055417583293,0.203149859696471,14.4935714449118,0.193381286526715
2025,10,1.1,377,410,5.9656161092839,6.5303819433978,15.1037722024054,0.124267956895522,15.1395227728952,0.120117341727316,15.1216474876503,4.27263769456332,4.67807631823416,14.5760936514248,0.2366498512118,14.7558898063412,0.217701853405376
2007,10,1.2,386,411,12.872573262433,11.6700695867096,11.9460721135152,0.096884847352611,11.9534931317355,0.0957624506980401,11.9497826226253,4.55790070619621,4.53635034824729,12.6356374071873,0.116991596112127,12.6475491143108,0.11532597451856
2008,10,1.2,385,407,6.57048092399385,6.53738026442712,12.3899421254315,0.157399011238525,12.382796612084,0.158370618755587,12.3863693687577,4.47700153027819,4.45563159457281,12.5496120189198,0.236486046801318,12.5336067882799,0.23843231005346
2009,10,1.2,374,398,5.87939961945799,5.84893640899447,12.1676719259341,0.148695996026498,12.1665366282653,0.148854849481534,12.1671042770997,3.38361493548658,3.36710949677689,11.5654497803382,0.154270290965617,11.5699898561368,0.153606169690724
2010,10,1.2,372,400,6.67891703881844,6.05388472540986,12.5898210515427,0.0771083660996157,12.5745135051314,0.0793512284976513,12.582167278337,4.95572401515042,4.49355138931746,12.1187507909131,0.199144817961857,12.0627909547796,0.206523838198976
2011,10,1.2,405,417,6.36562753047904,6.33509694280288,11.193958149353,0.179535986865696,11.194882666232,0.179400455868973,11.1944204077925,5.19828920290707,4.71440599031946,12.1660731960155,0.1699600658427,12.1751329127589,0.168723392924156
2012,10,1.2,308,402,50.7192543825671,45.9246612637716,12.7365493555264,0.0810267668763942,12.703241623464,0.0858269510115962,12.7198954894952,5.1727798432165,4.69047504240146,12.6239602607487,0.112991684444487,12.6762528507803,0.105627904767814
2013,10,1.2,392,418,6.39405910769453,6.36240534973564,12.4605489134214,0.122675935294541,12.3476770737563,0.138498140265692,12.4041129935889,4.39507521007077,3.98600266108368,12.4064310756848,0.168838759876106,12.3895364168429,0.171100913177394
2014,10,1.2,382,419,5.71455942442932,5.68555150856927,12.4849202632148,0.157652161284455,12.4751148791513,0.158974764948189,12.4800175711831,4.70358005947802,4.68175370189344,11.7796815073298,0.178768059175527,11.8326519972164,0.171365674779482
2015,10,1.2,394,424,4.8813833995639,4.85733717592073,12.49492594103,0.138059933526139,12.4878020841581,0.139042506335089,12.491364012594,4.34182656842042,4.32190993278547,12.1560326325091,0.22310039626805,12.2106048668029,0.216109247837895
2016,10,1.2,390,408,6.99015904241099,6.95538213175222,11.9040941496788,0.192702502040795,11.8962824995476,0.19376167653531,11.9001883246132,5.39410400776136,5.36841779820058,12.2910892691613,0.188201917709259,12.308748022805,0.18586760218887
2017,10,1.2,390,412,6.74337447559822,6.70982534885395,12.4838636515713,0.14319109433992,12.5007199887039,0.140875719744977,12.4922918201376,4.72037187396742,4.69810596890153,12.5704656832765,0.111355250981418,12.5789845967711,0.110150386643102
2018,10,1.2,375,401,7.39636259768962,7.35813850157752,12.4656447513799,0.158589480464192,12.4665139666444,0.158472135171509,12.4660793590122,5.72744212329438,6.25542065655361,12.5858197864817,0.179073449245662,12.6570568305299,0.16975409073603
2019,10,1.2,373,407,7.2793046258586,6.5981760381483,12.9079071605182,0.158583315579607,12.8926034548676,0.160577311926106,12.9002553076929,5.14978785134642,5.12520652508702,13.1431396973217,0.193896769973148,13.300885847521,0.174430678921068
2022,10,1.2,431,449,6.00640455624812,5.97928760565557,14.1861000786131,0.122321664990417,14.2255778250843,0.11742997894509,14.2058389518487,3.13568082107321,3.42647565297097,14.7294390600336,0.178651466795165,14.8796131043615,0.161817965684506
2023,10,1.2,388,410,13.4748142804094,14.7146490778075,12.5702090772325,0.114325133704958,12.6317486554852,0.105631964910719,12.6009788663589,7.25051753798203,7.21615489562193,13.8073697159815,0.132335861109091,13.9594295015078,0.113119553876128
2024,10,1.2,368,394,5.79991011061111,5.76938426792368,15.0388808101048,0.135533241171671,15.0692325618201,0.132040353920946,15.0540566859625,3.51677514712025,3.49945113161719,14.409231942489,0.202741558440858,14.4935714449118,0.193381286526715
2025,10,1.2,377,410,5.98099140853463,6.5303819433978,15.104428821201,0.124191812391898,15.1395227728952,0.120117341727316,15.1219757970481,4.2827864776858,4.67807631823416,14.5826494490044,0.235963042445443,14.7558898063412,0.217701853405376
2007,10,1.3,386,411,12.9049164113336,11.6700695867096,11.946717299629,0.0967872934311484,11.9534931317355,0.0957624506980401,11.9501052156823,4.56867588517067,4.53635034824729,12.6354455085358,0.117018416577106,12.6475491143108,0.11532597451856
2008,10,1.3,385,407,6.5870312537772,6.53738026442712,12.3894611204516,0.157464433239746,12.382796612084,0.158370618755587,12.3861288662678,4.48768649813088,4.45563159457281,12.5483919367737,0.236634498316515,12.5336067882799,0.23843231005346
2009,10,1.3,374,398,5.89463122468974,5.84893640899447,12.1672151842611,0.148759906151574,12.1665366282653,0.148854849481534,12.1668759062632,3.39186765484142,3.36710949677689,11.565590612475,0.154249693989356,11.5699898561368,0.153606169690724
2010,10,1.3,372,400,6.69631005194036,6.05388472540986,12.5877901558193,0.0774060900292932,12.5745135051314,0.0793512284976513,12.5811518304753,4.96775247149787,4.49355138931746,12.1159841141632,0.19951044219664,12.0627909547796,0.206523838198976
2011,10,1.3,405,417,6.38089282431712,6.33509694280288,11.1939316823356,0.179539866674677,11.194882666232,0.179400455868973,11.1944071742838,5.21040642715628,4.71440599031946,12.1669382029465,0.169842030087192,12.1751329127589,0.168723392924156
2012,10,1.3,308,402,50.8777520525127,45.9246612637716,12.7354394670422,0.0811869222433826,12.703241623464,0.0858269510115962,12.7193405452531,5.18527448051896,4.69047504240146,12.6266471354841,0.112614063822784,12.6762528507803,0.105627904767814
2013,10,1.3,392,418,6.40988598667397,6.36240534973564,12.4524087735259,0.123821825091568,12.3476770737563,0.138498140265692,12.4000429236411,4.40529631521047,3.98600266108368,12.4048664429356,0.169048389879225,12.3895364168429,0.171100913177394
2014,10,1.3,382,419,5.72906338235934,5.68555150856927,12.48359229116,0.157831346233239,12.4751148791513,0.158974764948189,12.4793535851557,4.71449323827032,4.68175370189344,11.7816433476637,0.178494493187173,11.8326519972164,0.171365674779482
2015,10,1.3,394,424,4.89340651138549,4.85733717592073,12.4933443345017,0.138278128297769,12.4878020841581,0.139042506335089,12.4905732093299,4.3517848862379,4.32190993278547,12.1579411994677,0.222856421714854,12.2106048668029,0.216109247837895
2016,10,1.3,390,408,7.00754749774036,6.95538213175222,11.902186945419,0.192961162274547,11.8962824995476,0.19376167653531,11.8992347224833,5.40694711254174,5.36841779820058,12.2908055807138,0.188239391211378,12.308748022805,0.18586760218887
2017,10,1.3,390,412,6.76014903897036,6.70982534885395,12.4843564577124,0.143123447169741,12.5007199887039,0.140875719744977,12.4925382232081,4.73150482650036,4.69810596890153,12.5709556781223,0.111285971156102,12.5789845967711,0.110150386643102
2018,10,1.3,375,401,7.41547464574566,7.35813850157752,12.465567500634,0.158599909028489,12.4665139666444,0.158472135171509,12.4660407336392,5.741310021898,6.25542065655361,12.5870759689515,0.178909568779729,12.6570568305299,0.16975409073603
2019,10,1.3,373,407,7.2982119106011,6.5981760381483,12.9065742785008,0.158757077483819,12.8926034548676,0.160577311926106,12.8995888666842,5.16207851447613,5.12520652508702,13.147684596615,0.19333917239273,13.300885847521,0.174430678921068
2022,10,1.3,431,449,6.01996303154439,5.97928760565557,14.1879593126469,0.122091592404604,14.2255778250843,0.11742997894509,14.2067685688656,3.14248273174799,3.42647565297097,14.735341218459,0.177993098149888,14.8796131043615,0.161817965684506
2023,10,1.3,388,410,13.5085013161104,14.7146490778075,12.5709308606828,0.114223419595001,12.6317486554852,0.105631964910719,12.601339758084,7.26769885916209,7.21615489562193,13.8160818691078,0.131240560867372,13.9594295015078,0.113119553876128
2024,10,1.3,368,394,5.81517303195482,5.76938426792368,15.0395636695085,0.135454734976331,15.0692325618201,0.132040353920946,15.0543981156643,3.52543715487178,3.49945113161719,14.412541633823,0.202375267939348,14.4935714449118,0.193381286526715
2025,10,1.3,377,410,5.99636670778536,6.5303819433978,15.1051189183404,0.124111782019488,15.1395227728952,0.120117341727316,15.1223208456178,4.29293526080827,4.67807631823416,14.5885865743802,0.235340781498013,14.7558898063412,0.217701853405376
2007,10,1.4,386,411,12.9372595602342,11.6700695867096,11.9473351470528,0.0966938682566666,11.9534931317355,0.0957624506980401,11.9504141393941,4.57945106414513,4.53635034824729,12.6353550810859,0.117031054910617,12.6475491143108,0.11532597451856
2008,10,1.4,385,407,6.60358158356056,6.53738026442712,12.389040597642,0.157521626915464,12.382796612084,0.158370618755587,12.385918604863,4.49837146598358,4.45563159457281,12.5473404835701,0.236762420599908,12.5336067882799,0.23843231005346
2009,10,1.4,374,398,5.9098628299215,5.84893640899447,12.166851881814,0.148810739968079,12.1665366282653,0.148854849481534,12.1666942550397,3.40012037419627,3.36710949677689,11.5657291436446,0.154229433289377,11.5699898561368,0.153606169690724
2010,10,1.4,372,400,6.71370306506228,6.05388472540986,12.5860331793042,0.0776636193790164,12.5745135051314,0.0793512284976513,12.5802733422178,4.97978092784533,4.49355138931746,12.1135530548115,0.199831644729086,12.0627909547796,0.206523838198976
2011,10,1.4,405,417,6.3961581181552,6.33509694280288,11.193918464821,0.179541804231145,11.194882666232,0.179400455868973,11.1944005655265,5.22252365140548,4.71440599031946,12.1677125085676,0.169736363990172,12.1751329127589,0.168723392924156
2012,10,1.4,308,402,51.0362497224582,45.9246612637716,12.7344942993459,0.0813232976259115,12.703241623464,0.0858269510115962,12.7188679614049,5.19776911782142,4.69047504240146,12.6290085047187,0.112282124272084,12.6762528507803,0.105627904767814
2013,10,1.4,392,418,6.42571286565341,6.36240534973564,12.4453512291986,0.124814711542519,12.3476770737563,0.138498140265692,12.3965141514774,4.41551742035017,3.98600266108368,12.4035324515625,0.169227097595688,12.3895364168429,0.171100913177394
2014,10,1.4,382,419,5.74356734028936,5.68555150856927,12.4824886783641,0.157980243601533,12.4751148791513,0.158974764948189,12.4788017787577,4.72540641706261,4.68175370189344,11.7834868099376,0.178237392739566,11.8326519972164,0.171365674779482
2015,10,1.4,394,424,4.90542962320707,4.85733717592073,12.4920339934716,0.138458878988758,12.4878020841581,0.139042506335089,12.4899180388148,4.36174320405538,4.32190993278547,12.159740662521,0.222626358972652,12.2106048668029,0.216109247837895
2016,10,1.4,390,408,7.02493595306975,6.95538213175222,11.9006352388951,0.193171578360934,11.8962824995476,0.19376167653531,11.8984588692214,5.41979021732212,5.36841779820058,12.2906852298177,0.18825528856453,12.308748022805,0.18586760218887
2017,10,1.4,390,412,6.77692360234249,6.70982534885395,12.4848456681529,0.143056290937771,12.5007199887039,0.140875719744977,12.4927828284284,4.7426377790333,4.69810596890153,12.5713897430664,0.111224596941591,12.5789845967711,0.110150386643102
2018,10,1.4,375,401,7.43458669380171,7.35813850157752,12.4654888338046,0.158610528692378,12.4665139666444,0.158472135171509,12.4660014002245,5.75517792050162,6.25542065655361,12.5882743812298,0.178753209717433,12.6570568305299,0.16975409073603
2019,10,1.4,373,407,7.31711919534358,6.5981760381483,12.9054442032761,0.158904386311831,12.8926034548676,0.160577311926106,12.8990238290719,5.17436917760584,5.12520652508702,13.1520061842499,0.192808793319779,13.300885847521,0.174430678921068
2022,10,1.4,431,449,6.03352150684066,5.97928760565557,14.1896352216985,0.121884179694936,14.2255778250843,0.11742997894509,14.2076065233914,3.14928464242277,3.42647565297097,14.7406665706233,0.177398844215903,14.8796131043615,0.161817965684506
2023,10,1.4,388,410,13.5421883518115,14.7146490778075,12.5723026438939,0.114030091073369,12.6317486554852,0.105631964910719,12.6020256496896,7.28488018034215,7.21615489562193,13.8238165986233,0.130267564285678,13.9594295015078,0.113119553876128
2024,10,1.4,368,394,5.83043595329854,5.76938426792368,15.0402425503977,0.135376682644769,15.0692325618201,0.132040353920946,15.0547375561089,3.5340991626233,3.49945113161719,14.415532660238,0.20204417238983,14.4935714449118,0.193381286526715
2025,10,1.4,377,410,6.01174200703609,6.5303819433978,15.1058273487441,0.124029621740174,15.1395227728952,0.120117341727316,15.1226750608196,4.30308404393075,4.67807631823416,14.5939976368171,0.234773435772416,14.7558898063412,0.217701853405376
2007,10,1.5,386,411,12.9696027091348,11.6700695867096,11.9479218996822,0.0966051404765403,11.9534931317355,0.0957624506980401,11.9507075157089,4.59022624311959,4.53635034824729,12.6353399127089,0.11703317486652,12.6475491143108,0.11532597451856
2008,10,1.5,385,407,6.62013191334393,6.53738026442712,12.388669818971,0.157572053473472,12.382796612084,0.158370618755587,12.3857332155275,4.50905643383627,4.45563159457281,12.5464254501824,0.236873737002505,12.5336067882799,0.23843231005346
2009,10,1.5,374,398,5.92509443515326,5.84893640899447,12.1665605931336,0.14885149641531,12.1665366282653,0.148854849481534,12.1665486106994,3.40837309355111,3.36710949677689,11.5658637184857,0.154209750984812,11.5699898561368,0.153606169690724
2010,10,1.5,372,400,6.73109607818421,6.05388472540986,12.5844992840792,0.0778884211317293,12.5745135051314,0.0793512284976513,12.5795063946053,4.99180938419278,4.49355138931746,12.1114007620221,0.200115961572663,12.0627909547796,0.206523838198976
2011,10,1.5,405,417,6.41142341199327,6.33509694280288,11.1939145460751,0.179542378679963,11.194882666232,0.179400455868973,11.1943986061536,5.23464087565468,4.71440599031946,12.1684094612115,0.169641248164884,12.1751329127589,0.168723392924156
2012,10,1.5,308,402,51.1947473924037,45.9246612637716,12.7336801823751,0.0814407559826378,12.703241623464,0.0858269510115962,12.7184609029195,5.21026375512387,4.69047504240146,12.6311007899273,0.111987958211905,12.6762528507803,0.105627904767814
2013,10,1.5,392,418,6.44153974463285,6.36240534973564,12.4391753966599,0.125683093093955,12.3476770737563,0.138498140265692,12.3934262352081,4.42573852548987,3.98600266108368,12.4023833450959,0.169381021858351,12.3895364168429,0.171100913177394
2014,10,1.5,382,419,5.75807129821939,5.68555150856927,12.4815619708477,0.158105263073551,12.4751148791513,0.158974764948189,12.4783384249995,4.7363195958549,4.68175370189344,11.785218218314,0.177995883377404,11.8326519972164,0.171365674779482
2015,10,1.5,394,424,4.91745273502867,4.85733717592073,12.4909408458264,0.138609655145987,12.4878020841581,0.139042506335089,12.4893714649922,4.37170152187286,4.32190993278547,12.16143697995,0.222409452301369,12.2106048668029,0.216109247837895
2016,10,1.5,390,408,7.04232440839913,6.95538213175222,11.8993624890012,0.193344146607154,11.8962824995476,0.19376167653531,11.8978224942744,5.43263332210251,5.36841779820058,12.290683301373,0.188255543294779,12.308748022805,0.18586760218887
2017,10,1.5,390,412,6.79369816571463,6.70982534885395,12.4853242831762,0.142990586642219,12.5007199887039,0.140875719744977,12.49302213594,4.75377073156624,4.69810596890153,12.571777312971,0.111169795059692,12.5789845967711,0.110150386643102
2018,10,1.5,375,401,7.45369874185775,7.35813850157752,12.4654121465435,0.158620881059056,12.4665139666444,0.158472135171509,12.4659630565939,5.76904581910524,6.25542065655361,12.5894177750053,0.178604015143996,12.6570568305299,0.16975409073603
2019,10,1.5,373,407,7.33602648008607,6.5981760381483,12.9044807808063,0.159029961248142,12.8926034548676,0.160577311926106,12.8985421178369,5.18665984073554,5.12520652508702,13.1561166546437,0.192304162467689,13.300885847521,0.174430678921068
2022,10,1.5,431,449,6.04707998213693,5.97928760565557,14.1911556585378,0.121695987235957,14.2255778250843,0.11742997894509,14.2083667418111,3.15608655309755,3.42647565297097,14.7455034944412,0.176858907720531,14.8796131043615,0.161817965684506
2023,10,1.5,388,410,13.5758753875125,14.7146490778075,12.5735996484205,0.113847281879567,12.6317486554852,0.105631964910719,12.6026741519528,7.3020615015222,7.21615489562193,13.8307334707764,0.129396989497675,13.9594295015078,0.113119553876128
2024,10,1.5,368,394,5.84569887464225,5.76938426792368,15.0409106752789,0.135299863513673,15.0692325618201,0.132040353920946,15.0550716185495,3.54276117037483,3.49945113161719,14.4182539097169,0.201742880459177,14.4935714449118,0.193381286526715
2025,10,1.5,377,410,6.02711730628682,6.5303819433978,15.1065432518078,0.123946590904038,15.1395227728952,0.120117341727316,15.1230330123515,4.31323282705323,4.67807631823416,14.5989563860446,0.234253329988147,14.7558898063412,0.217701853405376
2007,10,1.6,386,411,13.0019458580353,11.6700695867096,11.9484763833876,0.0965212883461538,11.9534931317355,0.0957624506980401,11.9509847575615,4.60100142209405,4.53635034824729,12.6353806617889,0.117027479706108,12.6475491143108,0.11532597451856
2008,10,1.6,385,407,6.63668224312728,6.53738026442712,12.3883404532447,0.157616846531668,12.382796612084,0.158370618755587,12.3855685326643,4.51974140168896,4.45563159457281,12.5456222648298,0.23697144008456,12.5336067882799,0.23843231005346
2009,10,1.6,374,398,5.94032604038501,5.84893640899447,12.1663255042257,0.148884388807117,12.1665366282653,0.148854849481534,12.1664310662455,3.41662581290596,3.36710949677689,11.5659934015606,0.154190783911043,11.5699898561368,0.153606169690724
2010,10,1.6,372,400,6.74848909130613,6.05388472540986,12.5831493322221,0.0780862421883259,12.5745135051314,0.0793512284976513,12.5788314186768,5.00383784054023,4.49355138931746,12.1094824295588,0.200369329787817,12.0627909547796,0.206523838198976
2011,10,1.6,405,417,6.42668870583135,6.33509694280288,11.1939171882105,0.179541991369446,11.194882666232,0.179400455868973,11.1943999272213,4.78065057097969,4.71440599031946,12.161710462434,0.170555260980932,12.1751329127589,0.168723392924156
2012,10,1.6,308,402,51.3532450623492,45.9246612637716,12.73297195982,0.0815429301026801,12.703241623464,0.0858269510115962,12.718106791642,5.22275839242632,4.69047504240146,12.6329679750306,0.111725399083271,12.6762528507803,0.105627904767814
2013,10,1.6,392,418,6.45736662361229,6.36240534973564,12.433726928713,0.126448842305194,12.3476770737563,0.138498140265692,12.3907020012347,4.43595963062957,3.98600266108368,12.4013844624,0.169514811871065,12.3895364168429,0.171100913177394
2014,10,1.6,382,419,5.77257525614941,5.68555150856927,12.4807767273991,0.158211190766375,12.4751148791513,0.158974764948189,12.4779458032752,4.7472327746472,4.68175370189344,11.7868446047818,0.177768990910186,11.8326519972164,0.171365674779482
2015,10,1.6,394,424,4.92947584685025,4.85733717592073,12.490023326463,0.138736196981932,12.4878020841581,0.139042506335089,12.4889127053105,4.38165983969033,4.32190993278547,12.1630364024152,0.222204907793079,12.2106048668029,0.216109247837895
2016,10,1.6,390,408,7.05971286372851,6.95538213175222,11.8983111687069,0.193486677974999,11.8962824995476,0.19376167653531,11.8972968341272,5.44547642688289,5.36841779820058,12.2907674641345,0.188244426111567,12.308748022805,0.18586760218887
2017,10,1.6,390,412,6.81047272908676,6.70982534885395,12.4857881405214,0.142926905878014,12.5007199887039,0.140875719744977,12.4932540646126,4.76490368409918,4.69810596890153,12.5721257496544,0.111120525122315,12.5789845967711,0.110150386643102
2018,10,1.6,375,401,7.4728107899138,7.35813850157752,12.4653394204596,0.158630698629327,12.4665139666444,0.158472135171509,12.465926693552,5.78291371770886,6.25542065655361,12.5905089172444,0.178461625923116,12.6570568305299,0.16975409073603
2019,10,1.6,373,407,7.35493376482856,6.5981760381483,12.9036554299058,0.159137532128975,12.8926034548676,0.160577311926106,12.8981294423867,5.19895050386525,5.12520652508702,13.1600280021076,0.191823830958827,13.300885847521,0.174430678921068
2022,10,1.6,431,449,6.0606384574332,5.97928760565557,14.1925428079556,0.121524274871718,14.2255778250843,0.11742997894509,14.20906031652,3.16288846377233,3.42647565297097,14.7499223054518,0.176365489517203,14.8796131043615,0.161817965684506
2023,10,1.6,388,410,13.6095624232135,14.7146490778075,12.5748237159075,0.11367473566199,12.6317486554852,0.105631964910719,12.6032861856964,7.31924282270225,7.21615489562193,13.8369585790057,0.128613109505117,13.9594295015078,0.113119553876128
